user_id,id,transaction_date,item_count,amount,order_status
d1672bc7-ef92-45f4-b884-2480b5145bd4,deaf893d-5b0e-4da4-a26c-e49421adc389,07-18-2025 09:18:19,1,23,Delivered
d1672bc7-ef92-45f4-b884-2480b5145bd4,f1be140a-d86b-49af-82b1-ac0ecb56d1b1,07-05-2025 22:23:22,2,60,Pending
d1672bc7-ef92-45f4-b884-2480b5145bd4,0189753c-8610-4bed-a261-3574423d8ba6,07-07-2025 16:55:34,2,48,Shipped
d1672bc7-ef92-45f4-b884-2480b5145bd4,48f49b37-1303-4097-a8ff-ccacb0c7ecf1,07-11-2025 10:44:33,3,117,Shipped
d1672bc7-ef92-45f4-b884-2480b5145bd4,62e1e16f-4c46-49d6-b575-f329d165bad6,07-10-2025 07:09:00,3,105,Shipped
d1672bc7-ef92-45f4-b884-2480b5145bd4,5870de75-9665-42bd-8ebb-85e57916ec8d,07-18-2025 23:53:00,1,30,Delivered
a95b5566-fa3f-4f8c-be22-63bfeb3c1d0b,0714b0c2-2730-4ea2-a2fb-c48a3b2eb52b,07-03-2025 08:32:12,3,45,Pending
0d38513a-49e2-4347-9c3f-80d3b0370ab1,eb715887-0bd1-44cc-9d8c-a8d95d8dd42b,07-11-2025 02:48:32,2,34,Shipped
3530ccee-6fa3-4d0c-9272-a761184d35da,e33392a4-dffe-4abc-b514-6a9e6e2f3aef,07-15-2025 05:41:00,1,19,Shipped
448bb6f4-3524-40c0-a306-57b78429790f,76346a07-51e5-4273-95b6-2b3b6b15aaa5,07-13-2025 21:07:29,3,81,Shipped
c18ce670-269d-45bd-bd8f-77a4f4aae325,36b99483-d5d9-4767-a012-8a86a5131877,07-01-2025 01:32:22,2,46,Pending
c18ce670-269d-45bd-bd8f-77a4f4aae325,269be553-5af9-4fb6-9636-8f0b4cfd4ffe,07-01-2025 02:24:16,1,10,Pending
db6e83fc-e91b-42e2-a490-d88f68e19e30,d6cf34e3-e442-4302-a84c-574e6a1b27d6,07-15-2025 02:02:35,1,36,Shipped
45d3f909-a9eb-421a-9671-881b478bb9b7,2d6b147b-275e-4811-ab55-a01d8881bc41,07-16-2025 18:07:46,1,31,Delivered
000d24f5-b83b-4889-923b-378c0c1c7302,8724340d-7670-40b0-b87d-4382dc3a584f,07-12-2025 19:56:12,1,12,Shipped
000d24f5-b83b-4889-923b-378c0c1c7302,2cff495a-76b5-46fe-9652-f05d2cfec06b,07-18-2025 21:01:23,3,117,Delivered
000d24f5-b83b-4889-923b-378c0c1c7302,d013d4d4-22d7-41d5-9f3f-c4b5b46072f6,07-19-2025 03:11:28,1,11,Delivered
000d24f5-b83b-4889-923b-378c0c1c7302,e882e649-a3e1-4fd9-b990-00544cec6e34,07-05-2025 09:16:08,3,84,Pending
0fa47899-93b8-4231-852b-caae2cb9bffd,aaa049bf-23c2-42cf-b1e0-b55daeec1b34,07-18-2025 23:39:02,1,36,Delivered
0fa47899-93b8-4231-852b-caae2cb9bffd,e8e92485-3046-4fc1-bb9c-816317c9252f,07-21-2025 00:49:01,3,75,Cancelled
b8de6a81-a5ca-4bc4-a719-fc65d99302ec,e864e036-7277-439d-a7a5-d5f9e5acf1f1,07-13-2025 15:47:55,1,16,Shipped
120e6a52-2201-41f5-94a0-9856b06b8c5c,f1b6a0ae-d22f-4506-aa27-f16943d9a30e,07-17-2025 13:54:06,3,66,Delivered
120e6a52-2201-41f5-94a0-9856b06b8c5c,5361c93a-6894-446e-b5d2-c9c8f20d12ab,07-20-2025 05:16:08,3,87,Delivered
120e6a52-2201-41f5-94a0-9856b06b8c5c,5e8860a0-79f2-43e4-94e8-d6d4c53642f2,07-17-2025 09:40:28,3,96,Delivered
e25ecd18-7bdc-4b82-92ab-048254f23b56,7e5c02a6-988b-4760-b49a-d23b79366350,07-18-2025 07:41:18,2,58,Delivered
e25ecd18-7bdc-4b82-92ab-048254f23b56,b184eb0d-2770-4bf1-a0b7-052450669d72,07-07-2025 13:50:43,1,28,Shipped
e25ecd18-7bdc-4b82-92ab-048254f23b56,08978fdc-5287-4470-9ae2-86f8bf931a4f,07-20-2025 03:38:18,2,34,Delivered
e25ecd18-7bdc-4b82-92ab-048254f23b56,11d97b7c-7831-4cb8-89f2-c9f3930226ef,07-21-2025 01:03:39,2,26,Cancelled
f6e265d6-4442-4970-98dc-f8679bcbf62c,7060be46-335c-4ad6-b151-f53111a5a149,07-04-2025 07:51:14,2,68,Pending
31447fe7-d5b6-4f49-9c3d-badf61d87e01,fa52c8a8-6aef-4d90-bb91-2314a5456496,07-06-2025 15:27:35,2,26,Pending
31447fe7-d5b6-4f49-9c3d-badf61d87e01,62fdfc0f-d886-473a-bcdd-afa017180892,07-08-2025 17:48:41,1,17,Shipped
324319a7-429d-49d2-b4f8-e54b8e11b86e,06baa740-e0af-4e74-9697-f832cc133db2,07-09-2025 13:02:25,2,66,Shipped
324319a7-429d-49d2-b4f8-e54b8e11b86e,7a0b3488-aae7-4bd9-9b55-3ee9f19f2dfc,07-09-2025 03:31:31,3,39,Shipped
936c2edd-489d-415f-b111-c6e117a26b27,8149711b-261d-4143-ac6c-994615dfa831,07-17-2025 05:15:16,3,114,Delivered
936c2edd-489d-415f-b111-c6e117a26b27,5adc347b-8a2c-4ff0-8af2-86e851b2d059,07-04-2025 00:26:44,2,78,Pending
4141ebbf-59bc-45f5-8c9b-9fa363f57057,eb29ac20-d844-454c-ba18-6500dc0f247c,07-06-2025 08:21:13,1,35,Pending
4141ebbf-59bc-45f5-8c9b-9fa363f57057,6bdd6fdb-a55f-44d9-be66-0b47e39c7350,07-12-2025 04:08:21,3,57,Shipped
c0a36d1a-de1e-4c0c-88df-b4e85291bb7e,8937e878-b443-487a-9b6a-09be88c3e704,07-09-2025 16:17:42,2,52,Shipped
c0a36d1a-de1e-4c0c-88df-b4e85291bb7e,c27657cb-2ca0-414c-bbf5-b9e726569033,07-21-2025 13:32:35,2,28,Cancelled
b2a685e6-7681-494b-ab8e-6f23f9f3d32a,ccae4d06-1576-4e9d-9e26-233d8cee737e,07-18-2025 06:45:58,1,34,Delivered
174f6922-faca-4fb0-910e-f62a2c0f3fc2,00e1a987-5f75-48bb-ae57-dd8452a8be8e,07-18-2025 17:26:45,2,78,Delivered
174f6922-faca-4fb0-910e-f62a2c0f3fc2,baaa83e5-21af-4d16-9266-4773b946ecae,07-12-2025 13:05:09,2,54,Shipped
bcd85c9d-143d-4891-aaf1-d56eae70d561,07dda16d-65da-45fa-8334-f1739d50020f,07-02-2025 17:12:44,2,68,Pending
d8ca793f-7f06-42d3-be1b-929e32fc8bc9,31eddcf5-e069-4c9b-a45c-b3fbafc401b0,07-13-2025 18:39:41,2,70,Shipped
d8ca793f-7f06-42d3-be1b-929e32fc8bc9,90af6873-4e60-4080-8f31-fc49a761e20d,07-13-2025 05:16:19,2,66,Shipped
d8ca793f-7f06-42d3-be1b-929e32fc8bc9,910626d1-2827-4b5d-b5a6-0f4891e1a48a,07-11-2025 03:53:27,1,20,Shipped
d8ca793f-7f06-42d3-be1b-929e32fc8bc9,5ed870db-2529-4046-a71b-2779b78eb994,07-17-2025 06:21:59,1,37,Delivered
829a77c5-28e0-4515-8efc-50457fc806c8,fa1ca403-8065-4bd8-ad41-f38e12468ab2,07-05-2025 14:18:51,2,74,Pending
829a77c5-28e0-4515-8efc-50457fc806c8,be4a94c3-1e3c-4f8d-9393-88dd9c9ebcde,07-07-2025 05:27:39,1,22,Pending
89a284ae-6c1a-4f53-a7e4-4914e343101d,d405bbf6-987c-4d96-9a6b-7dcc735317a8,07-02-2025 21:02:10,3,105,Pending
89a284ae-6c1a-4f53-a7e4-4914e343101d,58d61898-100b-42c6-a02f-87703a37bea1,07-18-2025 21:42:38,2,44,Delivered
0a16f884-9220-49e8-a2f1-fcc64f364585,5d979184-da35-4f02-9fda-c8d53a6686a8,07-01-2025 04:46:54,3,81,Pending
0a16f884-9220-49e8-a2f1-fcc64f364585,b559f174-3094-4d06-8ef1-33a53fc69e32,07-17-2025 14:59:52,2,40,Delivered
0a16f884-9220-49e8-a2f1-fcc64f364585,f547e057-8d72-4189-bc29-084cb525ca96,07-21-2025 09:27:32,2,60,Cancelled
3c4a985c-8193-4ebd-abee-c19887b6bfeb,e34a2fc9-d120-4cad-b159-46f9d57e0309,07-18-2025 07:28:59,1,33,Delivered
3c4a985c-8193-4ebd-abee-c19887b6bfeb,667b3e1b-dd42-40b7-b0fd-77214efc97e4,07-17-2025 00:10:57,2,30,Delivered
69af3b7b-015a-46c6-8be0-ecbc0f0bb4f8,d8bbd159-3bf2-4d89-9142-16933747f6cf,07-14-2025 23:59:20,3,111,Shipped
681e4a11-a375-4718-bf34-1124aaeee0bb,b57672db-69fc-48cc-a807-4215252076ad,07-04-2025 11:04:41,2,54,Pending
681e4a11-a375-4718-bf34-1124aaeee0bb,8f78d8da-581f-489f-af75-85f2acfde613,07-20-2025 03:39:45,2,40,Delivered
81a0778b-adc6-402f-8b0e-f69d85129eaa,2046862a-6a47-4e65-ad82-bb48f74d3303,07-16-2025 08:56:45,2,36,Delivered
d34e5393-66d4-46a1-aad8-6a114120f244,8e406e71-4bf0-49f4-bc87-7e63a4f0b2b6,07-13-2025 00:25:31,2,30,Shipped
e8135851-6503-47fd-b786-886fb781cec5,c3c1fda9-50c0-4c5e-9be8-91bd118f8c79,07-01-2025 19:43:59,2,68,Pending
2b6cc636-dee1-45f1-a5a5-93a8dd36539e,cdc32ad4-edfa-4404-9665-f2ee1ecbabbe,07-17-2025 12:41:42,1,12,Delivered
2b6cc636-dee1-45f1-a5a5-93a8dd36539e,84f28b78-7518-484d-af9e-2073bb322863,07-10-2025 05:52:02,2,70,Shipped
82600361-934b-457d-b9a6-e716657cc221,c69ac205-aa0a-4089-8021-99d59dee02b3,07-11-2025 03:05:25,2,34,Shipped
82600361-934b-457d-b9a6-e716657cc221,a9a82013-0495-45c1-9555-0ccfdfaa191b,07-19-2025 08:26:52,1,30,Delivered
82600361-934b-457d-b9a6-e716657cc221,4166187f-c3ef-456e-8f9e-322cea81cb08,07-19-2025 23:59:17,1,18,Delivered
91289e29-cbae-4235-b424-2e1eb362c64f,0fb669c9-5bfe-40df-bbf2-12d656058ce5,07-16-2025 10:46:05,2,42,Delivered
2f95e678-34d5-4103-8653-5f14518b3cc6,6113de86-d484-41d2-8a84-4f5ff7912536,07-05-2025 01:20:35,3,81,Pending
2f95e678-34d5-4103-8653-5f14518b3cc6,bf69c8e5-5e1a-4138-9043-1c294754441e,07-01-2025 05:07:20,2,60,Pending
3c642164-1324-40c3-bfe8-d743ebcca333,e49214cd-c7fc-4fd6-8c75-52588c768a25,07-05-2025 11:19:51,2,74,Pending
3c642164-1324-40c3-bfe8-d743ebcca333,ea5c73cc-eae0-46e8-9f8b-43d30a4b3216,07-16-2025 01:08:47,2,60,Delivered
fa05ff73-bd9f-4aa1-aa64-578dc8961fe6,aa9defb3-6f2b-456d-a60a-15b6bea51686,07-04-2025 23:33:54,3,60,Pending
fa05ff73-bd9f-4aa1-aa64-578dc8961fe6,9ce84795-39f7-4fd9-862a-94e68b3ef81c,07-07-2025 11:55:55,2,60,Shipped
fa05ff73-bd9f-4aa1-aa64-578dc8961fe6,5a583d1d-c584-4a43-b957-11babd7ac693,07-10-2025 05:05:51,2,32,Shipped
6b0b217e-b215-4554-b644-ac9149ee3cab,f547c9ed-b612-4185-a274-79b6b14f66a1,07-19-2025 07:45:41,2,74,Delivered
334e4f17-863d-4b7f-9729-5fb97fa7d50b,bc478e61-8699-4a22-a0e6-424fb56639e7,07-12-2025 02:15:24,2,76,Shipped
334e4f17-863d-4b7f-9729-5fb97fa7d50b,ca6ec1af-ba7e-4d83-bd0b-756bda0437f4,07-02-2025 00:25:42,1,16,Pending
334e4f17-863d-4b7f-9729-5fb97fa7d50b,ff813b2a-a08b-45eb-8b8e-05aed47ebdb1,07-08-2025 20:04:46,1,30,Shipped
be3851a4-63a3-4620-8a3a-ab2f9f983178,63c65598-754a-43d1-b0af-5908413e0850,07-03-2025 04:09:29,1,35,Pending
be3851a4-63a3-4620-8a3a-ab2f9f983178,38843b7d-c77a-48e2-8731-fa0a8366e8b3,07-12-2025 08:00:23,2,42,Shipped
91608750-1666-4bb3-8747-1192dd7d35b2,e7d84833-4819-40ff-8f74-e004f66f8a84,07-18-2025 09:18:20,1,15,Delivered
91608750-1666-4bb3-8747-1192dd7d35b2,e37b396c-4a76-40f8-aa09-2ad2a5259a5c,07-05-2025 22:23:23,2,50,Pending
596b143a-c586-461b-8685-184b18e851bc,41502a71-1f40-41a2-a19f-b614e07f3f0a,07-07-2025 16:55:35,3,78,Shipped
596b143a-c586-461b-8685-184b18e851bc,fc9def60-f5de-401e-9887-c6721749a1e0,07-11-2025 10:44:34,3,33,Shipped
596b143a-c586-461b-8685-184b18e851bc,aceaa437-6960-4daf-8def-eccc0ade4ace,07-10-2025 07:09:00,1,13,Shipped
596b143a-c586-461b-8685-184b18e851bc,f4868ace-6092-4974-924c-bfb54a05d136,07-18-2025 23:53:01,1,27,Delivered
596b143a-c586-461b-8685-184b18e851bc,46c56443-b8a5-4304-9d9c-f204392078e2,07-03-2025 08:32:12,3,87,Pending
2d4bcba7-7a64-44e3-a5b7-11df48b1e0ee,d1114339-3f59-46c7-b0b9-1e0a0a7ace18,07-11-2025 02:48:33,2,78,Shipped
2d4bcba7-7a64-44e3-a5b7-11df48b1e0ee,5b720b54-266d-4eb7-b44a-b032174a8b11,07-15-2025 05:41:01,1,25,Shipped
f1157e02-d367-42d5-b36c-106f89b2bdeb,6d8d5d12-4c24-4330-8b64-7589e5a3b298,07-13-2025 21:07:30,2,36,Shipped
f1157e02-d367-42d5-b36c-106f89b2bdeb,8e5df3ab-f16c-42d0-959d-c084d5a619a2,07-01-2025 01:32:22,1,14,Pending
f1157e02-d367-42d5-b36c-106f89b2bdeb,005762cf-ef1a-4eef-b57b-3feeb621871d,07-01-2025 02:24:16,3,90,Pending
bf52e9f8-ac66-4575-8ff4-74d21ddf05dc,d23dbb9b-d409-4084-86c4-36d6c2a263f7,07-15-2025 02:02:36,3,30,Shipped
06d7a52e-a7d9-4688-b546-93378e07b8ac,a2b69196-904d-46e0-8694-1e96231545e7,07-16-2025 18:07:46,2,58,Delivered
2ad56205-513f-42ed-afa8-6dc2eecc98c0,290683fe-cbd9-4a3c-8235-9af2e3ab1d5b,07-12-2025 19:56:12,2,42,Shipped
4ecf7f14-a6e9-4c31-9235-a16b9de55c0c,954eea61-c8f3-4e30-8038-44d8c016fc6a,07-18-2025 21:01:23,3,96,Delivered
4ecf7f14-a6e9-4c31-9235-a16b9de55c0c,cfeb13b8-edcc-4611-9db6-a73c18015b3e,07-19-2025 03:11:29,3,72,Delivered
7bec56f0-878c-4690-8380-84fd5ac645a7,69974757-fff2-44a0-888a-ef31a31e078c,07-05-2025 14:18:51,3,102,Pending
7bec56f0-878c-4690-8380-84fd5ac645a7,534423c8-905a-4535-9c47-ea390b94923d,07-07-2025 05:27:39,1,22,Pending
7bec56f0-878c-4690-8380-84fd5ac645a7,652fe26f-88fd-4b02-accc-433b2bd17b8c,07-02-2025 21:02:10,2,70,Pending
7a9d7285-2f7e-492b-a1f8-12df0c310e32,8d54150d-e69d-4a8e-9ba8-be38d0be5158,07-18-2025 21:42:38,2,66,Delivered
3771c68f-2ada-46a3-bdd1-cedd94bd3cb6,37b428c6-02dd-498a-9fcf-5ad13b926406,07-01-2025 04:46:54,3,72,Pending
dd33b117-7ce2-4d19-9b43-739a55ab075c,38567974-adfb-4685-bda7-9b9a0f851b08,07-17-2025 14:59:52,2,42,Delivered
dd33b117-7ce2-4d19-9b43-739a55ab075c,f4bd031d-594e-4376-aed6-dd0cc6bbae73,07-21-2025 09:27:32,2,64,Cancelled
dd33b117-7ce2-4d19-9b43-739a55ab075c,9d1b797b-a26a-47ad-9cf4-9f01f58e8e35,07-18-2025 07:28:59,1,32,Delivered
dd33b117-7ce2-4d19-9b43-739a55ab075c,4b8a2f39-1ef8-411c-973d-fb8d02e52b8c,07-17-2025 00:10:57,3,75,Delivered
2b25702e-102a-4b26-b952-62f67f0782d7,a233a43f-7b95-486a-a97d-b74d5d3464b0,07-14-2025 23:59:20,2,36,Shipped
2b25702e-102a-4b26-b952-62f67f0782d7,184af996-27a4-4abe-904b-468d3ec5efb6,07-04-2025 11:04:41,2,68,Pending
2b25702e-102a-4b26-b952-62f67f0782d7,43e6348c-42fe-4572-bbe4-8ba4ec1659e7,07-20-2025 03:39:45,2,58,Delivered
44e9ff36-ecdb-4531-a769-82f18e6eef9c,859b561d-d463-47b1-a0d7-587c2690fd89,07-16-2025 08:56:45,2,56,Delivered
b7bc4528-a9e6-4b9b-a4d9-3ac08d8fa1ce,c864dcf1-2b92-4070-bb44-6a49987a1726,07-13-2025 00:25:31,1,34,Shipped
412abc44-b7ec-4bd5-9b26-08265d7372a4,054f07b9-310f-4efc-ac1b-28febca20215,07-01-2025 19:43:59,3,120,Pending
412abc44-b7ec-4bd5-9b26-08265d7372a4,0d5cd74f-08dd-471b-90d5-987502c1c188,07-17-2025 12:41:42,2,36,Delivered
d600d187-c058-4825-b320-3ff1390f32b5,75099d3b-cc13-494f-8492-58b0bd8b3fdb,07-10-2025 05:52:02,2,42,Shipped
b7ec6d24-abac-4889-952a-95a962acdb64,642ffa82-069a-48bf-943b-8ebfb1593308,07-11-2025 03:05:25,2,48,Shipped
b7ec6d24-abac-4889-952a-95a962acdb64,a1dc9962-7a54-48e9-9917-fc51cdb7e7e3,07-19-2025 08:26:52,2,30,Delivered
b7ec6d24-abac-4889-952a-95a962acdb64,e8f5d94f-3ca3-4ca3-a36e-00d93aab897b,07-19-2025 23:59:17,2,66,Delivered
d50ed7b0-ad68-4112-a79a-bfdf0c184c37,af31ea02-156a-4533-815d-69076b054293,07-16-2025 10:46:05,3,114,Delivered
d50ed7b0-ad68-4112-a79a-bfdf0c184c37,580d33e2-0ad4-4ad9-929c-82da0f6e7a20,07-05-2025 01:20:35,2,38,Pending
5b0722a4-d550-49cd-beb2-e2b602fc80ac,7c6f1f30-e306-4de1-954e-8c1906a25af9,07-01-2025 05:07:20,1,26,Pending
407c539a-ac54-41d7-afd9-3b1f9e1c69cd,3a1ba3cd-8eb6-4cea-88fa-9451d76a7f99,07-05-2025 11:19:51,2,62,Pending
407c539a-ac54-41d7-afd9-3b1f9e1c69cd,4f6602ff-f343-4c99-8a27-dfde0e2cb0ca,07-16-2025 01:08:47,2,46,Delivered
191258a4-05b5-42d7-8d84-ed86831145e6,b545c10b-d66a-4deb-957d-0bc0da3b3617,07-04-2025 23:33:54,2,76,Pending
191258a4-05b5-42d7-8d84-ed86831145e6,c0454e04-eba5-44e9-a77e-ff597f830cae,07-07-2025 11:55:55,2,70,Shipped
e3000343-d528-4ecc-a151-9cde05a3c227,73b64731-b8a3-481d-88dc-63d0ef9d61c6,07-10-2025 05:05:51,3,87,Shipped
aae4a6b3-9fc6-48fb-93c5-7a6eb8bc547f,f5016b68-0673-4d7a-9d02-c168bfb7abd9,07-19-2025 07:45:41,1,26,Delivered
492dcc08-55f9-4389-9580-4d529d902067,0953f2fc-2aff-4e04-a670-10db85878422,07-12-2025 02:15:24,3,63,Shipped
aa2cd93f-27b1-4f60-8a00-9c918e786fba,80f72415-ef5f-4bd0-a372-7913032ea6de,07-02-2025 00:25:42,3,87,Pending
aa2cd93f-27b1-4f60-8a00-9c918e786fba,2e6121f6-2610-4490-8583-ac51f79f778c,07-08-2025 20:04:46,2,50,Shipped
8182c1b5-b3f6-4db9-b980-d776932b4832,2d4295ef-69c7-4761-b5c5-666bae634a7b,07-03-2025 04:09:29,1,11,Pending
8182c1b5-b3f6-4db9-b980-d776932b4832,505e27fb-79a4-4b33-a0fe-9951e3f9be1d,07-12-2025 08:00:23,2,46,Shipped
af708483-88e5-433f-8917-f53a9202c418,192f23f9-b0df-4bdd-81d3-b852aabc8909,07-18-2025 09:18:20,3,51,Delivered
e0fa589e-4263-4f20-b364-16dabf4a418f,d3ba2718-a4bf-46a0-a2fb-0f5165dd3d60,07-05-2025 22:23:23,2,22,Pending
e0fa589e-4263-4f20-b364-16dabf4a418f,510431b8-b983-4fb2-9f57-3c971ad86b87,07-07-2025 16:55:35,1,20,Shipped
3f7fb145-9444-41d9-af0a-74eae4b7dc42,bcb2c17c-230d-4b62-b03b-2b56d4e289a8,07-11-2025 10:44:34,1,10,Shipped
89167444-575a-45c1-acf0-14fe74b0e0fa,a8112be9-f071-41b3-8615-543ee1d53bcf,07-10-2025 07:09:00,1,32,Shipped
89167444-575a-45c1-acf0-14fe74b0e0fa,5a4f7b07-50f4-437c-a83f-02b580bf32ab,07-18-2025 23:53:01,1,37,Delivered
89167444-575a-45c1-acf0-14fe74b0e0fa,737b787c-c84f-4392-90a2-d2867614939b,07-03-2025 08:32:12,3,102,Pending
53c713df-d913-4c80-956b-a8d76ee9802b,d807e6da-0f85-4217-a7e5-38cce3f1a1ae,07-11-2025 02:48:33,2,56,Shipped
53c713df-d913-4c80-956b-a8d76ee9802b,be1eef23-cf90-4f2b-a90e-bb074853c150,07-15-2025 05:41:01,2,38,Shipped
53c713df-d913-4c80-956b-a8d76ee9802b,b341b65b-eba0-48c6-8220-3729a9030a9c,07-13-2025 21:07:30,1,29,Shipped
c85c8310-187a-4342-b68a-bb8528fe82f0,fcabf1e5-17a3-4120-9793-edcba170f459,07-01-2025 01:32:22,2,64,Pending
2779bd26-c43f-4f64-bfbb-0f2fdc66a63d,0acf5775-d51c-49b9-8bb3-04f979156844,07-01-2025 02:24:16,2,28,Pending
2779bd26-c43f-4f64-bfbb-0f2fdc66a63d,580c2dd7-4f69-4367-bc50-1772a2014e62,07-15-2025 02:02:36,3,42,Shipped
f1e1d133-7cb4-41a4-b85a-7cadf219aa73,a7df73ef-b8b4-4934-966a-d52184279077,07-16-2025 18:07:46,2,48,Delivered
f1e1d133-7cb4-41a4-b85a-7cadf219aa73,71313773-cb98-405b-8357-d8dbe1aa1496,07-12-2025 19:56:12,2,60,Shipped
f5d38d35-f6fb-4892-ad78-9cf2e81e8b74,5fb6ac38-094a-4062-879e-702d507776c1,07-18-2025 21:01:23,2,60,Delivered
f5d38d35-f6fb-4892-ad78-9cf2e81e8b74,56b8da96-a964-4470-a157-bdc888688f02,07-19-2025 03:11:29,2,54,Delivered
84dbae11-32a1-48f0-a2db-b51076206748,46c0b997-23e7-4409-8016-2fc397242675,07-05-2025 14:18:51,2,74,Pending
84dbae11-32a1-48f0-a2db-b51076206748,563c87b2-618f-41ab-bb53-324be373e062,07-07-2025 05:27:39,3,33,Pending
